,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60
0,34.73553136871735,26.463449944516316,30.01611207261951,27.25371358232495,28.55843050300432,31.95487219894148,30.813790584000905,35.03439882604849,34.37194483568977,32.25319756578209,35.79569905431527,35.497825224130594,32.78821532721028,28.722181455256628,25.817044133201218,34.68120870373177,29.3743884406302,25.963811328235174,33.66728214293485,35.29037724744623,25.21690598944053,24.700362215264807,35.49929492225245,31.009432505913768,34.1197655921418,24.64136596244277,35.9309195827308,27.310992349602227,28.261507345681338,26.736582498490037,25.53830934374016,31.884516434905656,30.109810879077763,26.338505904469336,33.36141300229749,32.053324975969545,27.05104626109489,32.18211367724508,32.17100710047334,32.09737879681096,27.940818223806854,33.73061072778306,29.854818496730005,25.69942597701085,31.594907213536228,33.1010388893783,24.83134737956045,34.65553697084122,31.923271749653498,32.79004217269707,27.422155798044173,35.27453275231207,33.48077076367074,30.248544392814072,27.864413939418398,28.503858382584838,31.272026036920657,32.181133305656516,34.67834762307336,34.339751212900524
1,33.49700306425438,24.975891386706532,32.31713659287293,35.05932963815918,30.094100107657525,33.97354770049711,24.36533472637012,28.846769393804284,32.30535069397269,32.99141674540681,31.686365466852173,30.80773356759691,34.40636011656219,34.225252713195374,34.54578303903892,34.276453789571946,26.684492813206898,31.352707121236893,29.763872951259756,34.292031052489484,24.71175459898177,26.123835647692466,29.137289057669072,30.09147925896995,29.84800168387001,26.878829840193504,32.62302207783348,32.605381743135126,33.900169056224755,31.279612504038962,35.10042097408313,24.409633737688498,29.32020584759272,34.49704051746251,25.493878130705124,35.57856467549235,26.692133875089826,29.325538313455386,34.291250081977374,30.160397194927697,29.0445623930078,25.372030545470228,24.778006539882398,30.90610513605689,29.769732613567342,25.82966857884395,26.52568619337944,24.328748141039487,33.61452642428779,32.79201124256494,34.14573206503973,32.5805281778561,24.455508497924537,26.411312146978933,25.959606020165552,29.821768279555364,27.533308593498102,32.32652480683326,29.292531676160497,24.277031920004035
2,26.124184836469265,33.736296013139565,30.423923033516804,34.476940442700624,27.419263994485284,26.88390255020376,27.47406565550095,27.113116850518516,24.675798944871,31.400736717875823,27.441520058242034,28.61761651316781,30.98688951001544,27.05865142267321,30.016044852748145,28.364477033364587,30.044634311055297,27.7599661656752,35.10965522291866,34.012251145485465,35.0544378284703,31.74467752166749,32.73048854783427,28.412394929827943,26.8734364052979,33.73437896955892,24.899711934023113,26.955652508815913,31.44993732201673,28.798393927216118,31.329923402125967,34.028964567533954,28.056627494449764,32.54370978984307,33.732489006966105,24.357138178936616,34.42036262176692,27.631818087079672,33.092754334748605,33.069600241868855,24.94723011318954,31.92478426083075,24.912772307460752,25.44547853603391,30.33719889184384,35.10154263362138,27.31811513386541,30.783021510183396,35.71046860692525,30.36066672407346,30.011006650832037,35.496991507486634,28.48271604339601,25.96939337281397,35.05821352165613,25.32064065607265,35.290262483443435,30.05070741372943,34.07859251564653,26.857567999089238
3,31.22012311493364,24.44747671417843,30.433639410641042,28.114950269577623,29.867947460446896,32.33511277550228,33.715001803519144,33.7085053128114,26.434212997380772,28.417429962739764,34.1352377144799,28.667590777692407,28.44917445654828,28.794683111387553,28.25252760011477,25.108072194352392,30.653208237237862,34.85203959203497,27.61971767336137,27.065533293437557,25.100428435097946,29.551028658306087,24.82703775593825,25.924619002720828,29.412393668267164,31.486055599875613,33.157963451962644,29.55894710062825,29.11002874999116,26.66096994974413,30.036717225885933,35.53763174668305,32.22941025680514,24.235604590457463,26.90520928929606,35.270020265142826,31.590097945764263,28.90985378794711,34.16668089611993,30.30080813941996,32.19042962400805,34.04765667835687,35.88777237495387,26.431785968616538,35.106523188004196,33.807830897186925,26.68813148623223,28.00200393318612,30.895582078119727,25.301827993564164,34.20224049281821,32.293861103356875,34.24755992827301,26.844981401711212,28.53276404091969,35.08758276004095,35.8976401370652,24.06107468771825,29.126501118918572,33.453993628815915
4,33.77427825333502,35.405289450725114,35.95099926893711,31.78619509184043,31.669631472391096,32.42123592596822,35.05229376954699,28.63731005805225,25.331365340183265,25.745978441122514,29.299369515225283,32.818786127979216,26.835564131214127,27.04554912809416,25.284512883593212,28.81598495370326,35.10939758836909,29.47956538028232,31.74173383239729,32.221285376957226,24.333831150169612,35.70512558832403,28.917958525670336,26.55349152718159,29.38492693737409,29.939270328904254,35.82613745171211,26.10201762955057,30.460364281811145,26.55899995701205,26.6569520207503,25.786600207999417,35.24506537393878,30.924438422967512,30.271768065471548,29.756768926084398,33.67426920215044,33.20309072933611,31.45975352355337,31.125857039365894,27.318530374909805,28.20234766721505,32.89629702781626,26.17904592114072,26.57288933058259,26.94966329999908,31.940716017900282,33.010870444330266,27.411722958510055,24.1052492565552,25.443968890573448,31.78539492622557,35.49301190794722,25.649574048261893,29.81317721348021,30.419629097338557,29.094360724033894,32.620746810784034,34.13492516357689,34.54561942838548
5,29.127860004499237,26.166629514960288,31.565639657178284,33.021329743217265,28.297234030382906,24.98858619897046,30.27691225818837,32.364034485678246,24.413106557753835,28.869755679042235,33.68118620812736,24.951059806165734,32.23752380462513,32.99528790460528,26.350856513385025,29.129473692109734,32.371254229612624,30.513758631565395,30.355494138002282,28.9566150439434,30.38474252651105,27.0615966043886,33.988614494007805,25.52144537611336,25.18624241032037,32.245303029391536,32.16436448585683,29.9396420549238,24.050251375395074,32.107430875884425,31.42316715028993,31.72588425853481,26.392238140499934,24.700453962918626,32.64192713553048,32.329453885829025,30.79973459190848,27.906280223188933,27.74488628038396,28.45438111949691,32.418382050509926,33.175481617105035,26.27049527055706,24.07655849663854,24.732459927124058,33.30672286053354,32.24950813019817,27.995244037156912,29.20274560908896,27.46065028612185,32.040662561139875,25.71248759121045,24.566684969861253,29.139039993439752,31.453057177158843,31.479541352949816,26.638935181068806,31.420245269655613,34.17795801018709,34.70048391921869
6,31.69767894173611,30.14275562127957,35.14440553115378,33.5732424990806,28.7995872732805,30.463653650981932,25.40836270824965,31.018777599091486,25.30997069827588,24.223308040607467,35.19600857534748,31.60364633214085,33.29321982682336,28.630627443567125,27.073708307834554,31.153889400711645,30.532052727872248,28.920337651679827,35.64842541423722,28.360033567152595,24.81462115348301,34.60421525883983,27.77417975682331,25.605252378622712,26.720387959135213,35.420444227173405,34.38395086797168,35.194824501758326,28.843429550780343,26.411853465646377,30.62094412743637,26.595875482205386,28.853872576970744,24.27728925464679,33.28398432279639,33.60347039038673,27.44697616090716,31.732655866795398,25.771244918520413,31.40821321108338,31.46986042638123,31.625466310738002,32.46024704243415,25.98455377854845,24.65701320577721,26.34400575417344,35.64960503248586,27.956236431981374,32.04310467572529,29.704534647907916,25.129713053670635,34.49563509724792,24.37454823698292,28.896718269229627,35.01359298088676,35.81821954372083,33.86229464016986,29.87251195627916,25.01924364373827,29.002763690739197
7,30.61147584594647,34.2660356459438,34.00221544911,25.28028810588823,31.328268555518246,32.51046952966527,32.725210158721325,28.165625404297277,31.918932860935424,33.08429536744778,25.74229357655459,32.34978840996455,24.117224112447204,31.086949147198425,25.07139170995123,33.93265339191112,34.38619306373363,28.804126241758603,24.2218026342597,35.033765288355056,34.18209282008261,27.94765178919853,24.256467408323328,27.791125622647986,29.51168680620116,30.780158773833467,35.91588228182228,33.73835012682378,30.821901772848467,31.771068377833263,31.246976392504525,26.021559415842386,28.91036307004221,30.492869959855216,31.82318582638221,27.31858417355608,27.921743863958227,24.562931598318272,31.03890958313528,28.039412105857267,30.723222149972536,29.838691404374533,33.521123751459854,26.132599061862308,25.677469492463594,32.8953568591871,35.95739488731315,33.324741012758366,32.947925533612036,35.09850698311754,28.465279011566945,34.214626256555164,27.107444623415766,28.04586549243527,26.525133314727373,31.53269569341077,35.11952141433375,33.592292040863875,35.621330788147176,31.45165616558778
8,35.627837662618276,33.642749244368375,24.153199581278056,25.752229183282672,28.280663155232954,28.445681206404423,33.78286255880709,33.9689005414092,26.108305892347705,27.056507089744212,26.05706186693707,28.11763936657485,25.845464967739364,35.6690543252261,31.188621278812647,30.014521574410143,33.057082911041306,30.438141863681718,33.99497035279851,30.51431315411384,27.576285427268534,25.370327737087283,35.11756595896098,32.4245748646248,32.023081078233986,29.787286265879263,34.910078874775394,34.26488622874414,28.78372365088949,24.18173335150194,25.859116048723692,33.98482186813092,24.71765353532616,25.578537336895156,27.53808832869472,29.965693852643522,25.513626980294504,27.049331881657768,27.99119878295386,34.1248671987643,24.59669924165127,34.385321571552964,31.775417344654194,33.16887716134908,32.36578693087941,28.443334774694787,29.71109883518627,28.46736247071784,32.58985972959813,29.939446374063145,29.587590029020532,26.7935419580986,33.35537464957172,33.21677853603897,29.011914452549373,30.791791288675352,27.653057839658764,29.51371329577129,29.49629148092741,26.599394308145236
9,29.508093236195197,32.006124644313175,34.75579946197601,27.17206376569345,26.256943868052296,33.658219300177585,25.27955740723901,28.080793545809946,33.99149875470947,30.208060645570477,34.035161937116,32.097899678752405,32.743055295162605,24.36620140011593,34.20897368862541,34.83507052651458,32.534774493914426,34.337175697494914,34.42510071488536,33.39750766368098,32.161941245347506,26.54526540816291,26.663201153635914,33.539607852268404,24.186521999519915,32.81317803914458,32.131463001954074,35.87943624914789,33.47133164316989,29.38090933596988,29.792311344893545,29.662345478500253,28.5222191411848,29.66832153262143,26.609775057957748,35.92386369878857,26.986606943844752,35.86573650095917,30.489790923261012,33.620189746918825,24.675730993975197,28.96896378132596,32.11759798093494,30.839401229719968,32.03073631013393,26.763362036127127,34.93851767419306,29.18764814303052,24.07668199651,34.224818962224624,32.078904433402855,34.975024244506066,31.249825191109466,27.181012917944155,27.113886261910228,26.16186107800745,34.4102767231856,35.556041407945045,30.877072035208613,27.27358598437565
